dataset,dataset_key,model,data_type,method,epsilon,trial_id,roc_auc,pr_auc,fpr_at_tpr95,accuracy,f1,precision,recall,config,source_file
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.3,trial_000009,0.905375,0.9229449798753928,0.47,0.8,0.7894736842105262,0.8333333333333334,0.75,baseline/base_e_0.3,out/synthetic_shapes/baseline/base_e_0.3/runs/trials/trial_000009/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.3,trial_000010,0.9135749999999999,0.929532371180513,0.47,0.8075,0.80306905370844,0.8219895287958116,0.785,baseline/base_e_0.3,out/synthetic_shapes/baseline/base_e_0.3/runs/trials/trial_000010/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.1,trial_000001,0.8389610389610389,0.19876373626373628,0.2545454545454545,0.8205128205128205,0.2222222222222222,0.15,0.42857142857142855,base_e_0.1,out/tabular/base_e_0.1/runs/trials/trial_000001/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.1,trial_000002,0.5155844155844156,0.10663304478253462,0.9272727272727272,0.9316239316239316,0.0,0.0,0.0,base_e_0.1,out/tabular/base_e_0.1/runs/trials/trial_000002/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.1,trial_000003,0.7324675324675325,0.20233404366531302,0.5545454545454546,0.8290598290598291,0.16666666666666666,0.11764705882352941,0.2857142857142857,base_e_0.1,out/tabular/base_e_0.1/runs/trials/trial_000003/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.1,trial_000004,0.6207792207792208,0.08210789180372666,0.5272727272727272,0.7094017094017094,0.0,0.0,0.0,base_e_0.1,out/tabular/base_e_0.1/runs/trials/trial_000004/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.1,trial_000005,0.6493506493506493,0.09603173821156996,0.8545454545454545,0.7692307692307693,0.06896551724137931,0.045454545454545456,0.14285714285714285,base_e_0.1,out/tabular/base_e_0.1/runs/trials/trial_000005/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.1,trial_000006,0.12597402597402593,0.03795223056980036,1.0,0.905982905982906,0.0,0.0,0.0,base_e_0.1,out/tabular/base_e_0.1/runs/trials/trial_000006/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.1,trial_000007,0.5181818181818181,0.0655828721428409,0.7818181818181819,0.7606837606837606,0.0,0.0,0.0,base_e_0.1,out/tabular/base_e_0.1/runs/trials/trial_000007/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.1,trial_000008,0.44545454545454544,0.05859636430001926,1.0,0.7521367521367521,0.0,0.0,0.0,base_e_0.1,out/tabular/base_e_0.1/runs/trials/trial_000008/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.1,trial_000009,0.5376623376623377,0.07116483860669907,0.8363636363636363,0.7606837606837606,0.0,0.0,0.0,base_e_0.1,out/tabular/base_e_0.1/runs/trials/trial_000009/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.1,trial_000010,0.4935064935064935,0.07087296235350969,0.9818181818181818,0.7948717948717948,0.07692307692307693,0.05263157894736842,0.14285714285714285,base_e_0.1,out/tabular/base_e_0.1/runs/trials/trial_000010/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.1,trial_000001,0.9376623376623376,0.7210204081632652,0.39090909090909093,0.8205128205128205,0.36363636363636365,0.23076923076923078,0.8571428571428571,baseline/base_e_0.1,out/tabular/baseline/base_e_0.1/runs/trials/trial_000001/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.1,trial_000002,0.9064935064935065,0.6432904668716801,0.6,0.9572649572649573,0.5454545454545454,0.75,0.42857142857142855,baseline/base_e_0.1,out/tabular/baseline/base_e_0.1/runs/trials/trial_000002/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.1,trial_000003,0.8324675324675325,0.2158270572654134,0.6,0.8461538461538461,0.4,0.2608695652173913,0.8571428571428571,baseline/base_e_0.1,out/tabular/baseline/base_e_0.1/runs/trials/trial_000003/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.1,trial_000004,0.9623376623376623,0.7210884353741496,0.19090909090909092,0.811965811965812,0.35294117647058826,0.2222222222222222,0.8571428571428571,baseline/base_e_0.1,out/tabular/baseline/base_e_0.1/runs/trials/trial_000004/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.1,trial_000005,0.9571428571428571,0.7457382953181273,0.24545454545454545,0.8803418803418803,0.46153846153846156,0.3157894736842105,0.8571428571428571,baseline/base_e_0.1,out/tabular/baseline/base_e_0.1/runs/trials/trial_000005/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.1,trial_000006,0.9350649350649349,0.7202511773940345,0.4090909090909091,0.9743589743589743,0.7692307692307692,0.8333333333333334,0.7142857142857143,baseline/base_e_0.1,out/tabular/baseline/base_e_0.1/runs/trials/trial_000006/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.1,trial_000007,0.9350649350649349,0.7202511773940345,0.4090909090909091,0.8717948717948718,0.4444444444444444,0.3,0.8571428571428571,baseline/base_e_0.1,out/tabular/baseline/base_e_0.1/runs/trials/trial_000007/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.1,trial_000008,0.9168831168831169,0.6449764521193092,0.5272727272727272,0.8461538461538461,0.4,0.2608695652173913,0.8571428571428571,baseline/base_e_0.1,out/tabular/baseline/base_e_0.1/runs/trials/trial_000008/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.1,trial_000009,0.9337662337662337,0.719888332691567,0.41818181818181815,0.8632478632478633,0.42857142857142855,0.2857142857142857,0.8571428571428571,baseline/base_e_0.1,out/tabular/baseline/base_e_0.1/runs/trials/trial_000009/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.1,trial_000010,0.9558441558441558,0.7448979591836735,0.2545454545454545,0.8376068376068376,0.3870967741935483,0.25,0.8571428571428571,baseline/base_e_0.1,out/tabular/baseline/base_e_0.1/runs/trials/trial_000010/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.2,trial_000001,0.6805194805194805,0.19661191095347536,1.0,0.7903225806451613,0.2777777777777778,0.22727272727272727,0.35714285714285715,base_e_0.2,out/tabular/base_e_0.2/runs/trials/trial_000001/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.2,trial_000002,0.5285714285714285,0.1980851723872361,1.0,0.8790322580645161,0.0,0.0,0.0,base_e_0.2,out/tabular/base_e_0.2/runs/trials/trial_000002/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.2,trial_000003,0.5629870129870129,0.13426341027074856,1.0,0.7741935483870968,0.06666666666666667,0.0625,0.07142857142857142,base_e_0.2,out/tabular/base_e_0.2/runs/trials/trial_000003/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.2,trial_000004,0.7,0.18991671230344712,0.6818181818181818,0.7096774193548387,0.21739130434782608,0.15625,0.35714285714285715,base_e_0.2,out/tabular/base_e_0.2/runs/trials/trial_000004/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.2,trial_000005,0.5448051948051948,0.15472235244109117,0.9454545454545454,0.7580645161290323,0.25,0.19230769230769232,0.35714285714285715,base_e_0.2,out/tabular/base_e_0.2/runs/trials/trial_000005/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.2,trial_000006,0.33896103896103896,0.09037373433113574,1.0,0.8548387096774194,0.0,0.0,0.0,base_e_0.2,out/tabular/base_e_0.2/runs/trials/trial_000006/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.2,trial_000007,0.5909090909090909,0.16055087582532385,0.9818181818181818,0.7419354838709677,0.15789473684210525,0.125,0.21428571428571427,base_e_0.2,out/tabular/base_e_0.2/runs/trials/trial_000007/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.2,trial_000008,0.4597402597402597,0.11673505910658062,0.990909090909091,0.7258064516129032,0.10526315789473685,0.08333333333333333,0.14285714285714285,base_e_0.2,out/tabular/base_e_0.2/runs/trials/trial_000008/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.2,trial_000009,0.4532467532467533,0.12780480575476538,0.9818181818181818,0.75,0.20512820512820512,0.16,0.2857142857142857,base_e_0.2,out/tabular/base_e_0.2/runs/trials/trial_000009/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.2,trial_000010,0.461038961038961,0.12179352122782099,0.9545454545454546,0.7741935483870968,0.2222222222222222,0.18181818181818182,0.2857142857142857,base_e_0.2,out/tabular/base_e_0.2/runs/trials/trial_000010/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.2,trial_000001,0.7525974025974025,0.5221398392038304,1.0,0.8145161290322581,0.48888888888888893,0.3548387096774194,0.7857142857142857,baseline/base_e_0.2,out/tabular/baseline/base_e_0.2/runs/trials/trial_000001/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.2,trial_000002,0.7149350649350649,0.4751270145756311,1.0,0.8951612903225806,0.23529411764705882,0.6666666666666666,0.14285714285714285,baseline/base_e_0.2,out/tabular/baseline/base_e_0.2/runs/trials/trial_000002/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.2,trial_000003,0.7045454545454546,0.20399213133086008,0.7454545454545455,0.782258064516129,0.22857142857142854,0.19047619047619047,0.2857142857142857,baseline/base_e_0.2,out/tabular/baseline/base_e_0.2/runs/trials/trial_000003/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.2,trial_000004,0.762987012987013,0.588956858936059,0.9818181818181818,0.8064516129032258,0.4782608695652174,0.34375,0.7857142857142857,baseline/base_e_0.2,out/tabular/baseline/base_e_0.2/runs/trials/trial_000004/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.2,trial_000005,0.759090909090909,0.5994947103718984,1.0,0.8629032258064516,0.5405405405405405,0.43478260869565216,0.7142857142857143,baseline/base_e_0.2,out/tabular/baseline/base_e_0.2/runs/trials/trial_000005/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.2,trial_000006,0.7525974025974025,0.5221398392038304,1.0,0.9112903225806451,0.4210526315789473,0.8,0.2857142857142857,baseline/base_e_0.2,out/tabular/baseline/base_e_0.2/runs/trials/trial_000006/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.2,trial_000007,0.7454545454545455,0.5039701624402025,1.0,0.8387096774193549,0.4444444444444444,0.36363636363636365,0.5714285714285714,baseline/base_e_0.2,out/tabular/baseline/base_e_0.2/runs/trials/trial_000007/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.2,trial_000008,0.7012987012987013,0.44598110435594274,1.0,0.8145161290322581,0.41025641025641024,0.32,0.5714285714285714,baseline/base_e_0.2,out/tabular/baseline/base_e_0.2/runs/trials/trial_000008/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.2,trial_000009,0.7376623376623377,0.507779771103809,1.0,0.8306451612903226,0.4324324324324324,0.34782608695652173,0.5714285714285714,baseline/base_e_0.2,out/tabular/baseline/base_e_0.2/runs/trials/trial_000009/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.2,trial_000010,0.7603896103896103,0.599619493201781,1.0,0.8306451612903226,0.5116279069767441,0.3793103448275862,0.7857142857142857,baseline/base_e_0.2,out/tabular/baseline/base_e_0.2/runs/trials/trial_000010/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.3,trial_000001,0.5732954545454545,0.16279771401992554,0.9272727272727272,0.7619047619047619,0.16666666666666663,0.15,0.1875,base_e_0.3,out/tabular/base_e_0.3/runs/trials/trial_000001/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.3,trial_000002,0.625,0.24405641180515644,0.990909090909091,0.8650793650793651,0.0,0.0,0.0,base_e_0.3,out/tabular/base_e_0.3/runs/trials/trial_000002/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.3,trial_000003,0.47840909090909095,0.15657655100954554,0.9636363636363636,0.7777777777777778,0.17647058823529413,0.16666666666666666,0.1875,base_e_0.3,out/tabular/base_e_0.3/runs/trials/trial_000003/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.3,trial_000004,0.5840909090909091,0.14997533515330597,0.8363636363636363,0.6825396825396826,0.13043478260869568,0.1,0.1875,base_e_0.3,out/tabular/base_e_0.3/runs/trials/trial_000004/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.3,trial_000005,0.5301136363636364,0.16102200707284536,0.990909090909091,0.7380952380952381,0.19512195121951217,0.16,0.25,base_e_0.3,out/tabular/base_e_0.3/runs/trials/trial_000005/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.3,trial_000006,0.4011363636363636,0.11432119423936872,1.0,0.8412698412698413,0.0,0.0,0.0,base_e_0.3,out/tabular/base_e_0.3/runs/trials/trial_000006/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.3,trial_000007,0.5602272727272728,0.15700911392500444,0.9181818181818182,0.7222222222222222,0.10256410256410256,0.08695652173913043,0.125,base_e_0.3,out/tabular/base_e_0.3/runs/trials/trial_000007/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.3,trial_000008,0.5096590909090909,0.13877823300071093,1.0,0.7142857142857143,0.1,0.08333333333333333,0.125,base_e_0.3,out/tabular/base_e_0.3/runs/trials/trial_000008/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.3,trial_000009,0.4448863636363637,0.13085101588201128,1.0,0.7301587301587301,0.15,0.125,0.1875,base_e_0.3,out/tabular/base_e_0.3/runs/trials/trial_000009/metrics/metrics.json
Tabular,tabular,MLP,Tabular,topology,0.3,trial_000010,0.44375000000000003,0.12744328728525628,0.9818181818181818,0.746031746031746,0.11111111111111112,0.1,0.125,base_e_0.3,out/tabular/base_e_0.3/runs/trials/trial_000010/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.3,trial_000001,0.6238636363636364,0.42439401874447313,1.0,0.7777777777777778,0.36363636363636365,0.2857142857142857,0.5,baseline/base_e_0.3,out/tabular/baseline/base_e_0.3/runs/trials/trial_000001/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.3,trial_000002,0.5397727272727273,0.3524641558896052,1.0,0.873015873015873,0.1111111111111111,0.5,0.0625,baseline/base_e_0.3,out/tabular/baseline/base_e_0.3/runs/trials/trial_000002/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.3,trial_000003,0.5329545454545455,0.18830216918699053,1.0,0.7698412698412699,0.2162162162162162,0.19047619047619047,0.25,baseline/base_e_0.3,out/tabular/baseline/base_e_0.3/runs/trials/trial_000003/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.3,trial_000004,0.7039772727272727,0.5472486550153978,0.9636363636363636,0.7857142857142857,0.425531914893617,0.3225806451612903,0.625,baseline/base_e_0.3,out/tabular/baseline/base_e_0.3/runs/trials/trial_000004/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.3,trial_000005,0.6795454545454546,0.5262878856586024,0.9818181818181818,0.8333333333333334,0.4324324324324324,0.38095238095238093,0.5,baseline/base_e_0.3,out/tabular/baseline/base_e_0.3/runs/trials/trial_000005/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.3,trial_000006,0.6238636363636364,0.42439401874447313,1.0,0.8968253968253969,0.38095238095238093,0.8,0.25,baseline/base_e_0.3,out/tabular/baseline/base_e_0.3/runs/trials/trial_000006/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.3,trial_000007,0.5960227272727273,0.40564442816476987,0.990909090909091,0.8253968253968254,0.4210526315789474,0.36363636363636365,0.5,baseline/base_e_0.3,out/tabular/baseline/base_e_0.3/runs/trials/trial_000007/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.3,trial_000008,0.5392045454545455,0.34512041211804034,1.0,0.7936507936507936,0.35000000000000003,0.2916666666666667,0.4375,baseline/base_e_0.3,out/tabular/baseline/base_e_0.3/runs/trials/trial_000008/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.3,trial_000009,0.5551136363636364,0.3832016106343092,1.0,0.8174603174603174,0.41025641025641024,0.34782608695652173,0.5,baseline/base_e_0.3,out/tabular/baseline/base_e_0.3/runs/trials/trial_000009/metrics/metrics.json
Tabular,tabular,MLP,Tabular,baseline,0.3,trial_000010,0.6920454545454545,0.5314920936058742,0.9818181818181818,0.8015873015873016,0.4186046511627907,0.3333333333333333,0.5625,baseline/base_e_0.3,out/tabular/baseline/base_e_0.3/runs/trials/trial_000010/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,topology,0.1,trial_000001,0.6430555555555556,0.049271629062603475,0.8875,0.8495934959349594,0.05128205128205128,0.030303030303030304,0.16666666666666666,base_torus_one_hole_e_0.1,out/torus_one_hole/base_torus_one_hole_e_0.1/runs/trials/trial_000001/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,topology,0.1,trial_000002,0.73125,0.14087724446091754,0.7666666666666667,0.975609756097561,0.25,0.5,0.16666666666666666,base_torus_one_hole_e_0.1,out/torus_one_hole/base_torus_one_hole_e_0.1/runs/trials/trial_000002/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,topology,0.1,trial_000003,0.6930555555555556,0.08647515046969076,0.9708333333333333,0.8699186991869918,0.15789473684210525,0.09375,0.5,base_torus_one_hole_e_0.1,out/torus_one_hole/base_torus_one_hole_e_0.1/runs/trials/trial_000003/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,topology,0.1,trial_000004,0.7770833333333333,0.15667332367737227,0.6791666666666667,0.7926829268292683,0.10526315789473684,0.058823529411764705,0.5,base_torus_one_hole_e_0.1,out/torus_one_hole/base_torus_one_hole_e_0.1/runs/trials/trial_000004/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,topology,0.1,trial_000005,0.5131944444444443,0.2035328855651542,0.9291666666666667,0.8943089430894309,0.13333333333333333,0.08333333333333333,0.3333333333333333,base_torus_one_hole_e_0.1,out/torus_one_hole/base_torus_one_hole_e_0.1/runs/trials/trial_000005/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,topology,0.1,trial_000006,0.5993055555555555,0.11903236781530607,0.8083333333333333,0.9471544715447154,0.13333333333333333,0.1111111111111111,0.16666666666666666,base_torus_one_hole_e_0.1,out/torus_one_hole/base_torus_one_hole_e_0.1/runs/trials/trial_000006/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,topology,0.1,trial_000007,0.6805555555555556,0.12580514579414487,0.7291666666666666,0.8739837398373984,0.1142857142857143,0.06896551724137931,0.3333333333333333,base_torus_one_hole_e_0.1,out/torus_one_hole/base_torus_one_hole_e_0.1/runs/trials/trial_000007/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,topology,0.1,trial_000008,0.5756944444444445,0.2195544755595064,0.9291666666666667,0.8373983739837398,0.09090909090909091,0.05263157894736842,0.3333333333333333,base_torus_one_hole_e_0.1,out/torus_one_hole/base_torus_one_hole_e_0.1/runs/trials/trial_000008/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,topology,0.1,trial_000009,0.48125,0.20018600470506095,0.9375,0.8089430894308943,0.0784313725490196,0.044444444444444446,0.3333333333333333,base_torus_one_hole_e_0.1,out/torus_one_hole/base_torus_one_hole_e_0.1/runs/trials/trial_000009/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,topology,0.1,trial_000010,0.5743055555555556,0.10537504567008894,0.9125,0.7926829268292683,0.07272727272727272,0.04081632653061224,0.3333333333333333,base_torus_one_hole_e_0.1,out/torus_one_hole/base_torus_one_hole_e_0.1/runs/trials/trial_000010/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,baseline,0.1,trial_000001,0.9972222222222222,0.8972222222222221,0.008333333333333333,0.8211382113821138,0.21428571428571425,0.12,1.0,baseline/base_torus_one_hole_e_0.1,out/torus_one_hole/baseline/base_torus_one_hole_e_0.1/runs/trials/trial_000001/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,baseline,0.1,trial_000002,0.9986111111111111,0.9484126984126984,0.004166666666666667,0.991869918699187,0.8571428571428571,0.75,1.0,baseline/base_torus_one_hole_e_0.1,out/torus_one_hole/baseline/base_torus_one_hole_e_0.1/runs/trials/trial_000002/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,baseline,0.1,trial_000003,1.0,1.0,0.0,0.9308943089430894,0.41379310344827586,0.2608695652173913,1.0,baseline/base_torus_one_hole_e_0.1,out/torus_one_hole/baseline/base_torus_one_hole_e_0.1/runs/trials/trial_000003/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,baseline,0.1,trial_000004,0.9965277777777778,0.8773809523809524,0.008333333333333333,0.8130081300813008,0.20689655172413793,0.11538461538461539,1.0,baseline/base_torus_one_hole_e_0.1,out/torus_one_hole/baseline/base_torus_one_hole_e_0.1/runs/trials/trial_000004/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,baseline,0.1,trial_000005,0.9958333333333333,0.85515873015873,0.008333333333333333,0.8902439024390244,0.3076923076923077,0.18181818181818182,1.0,baseline/base_torus_one_hole_e_0.1,out/torus_one_hole/baseline/base_torus_one_hole_e_0.1/runs/trials/trial_000005/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,baseline,0.1,trial_000006,0.9972222222222222,0.8972222222222221,0.008333333333333333,0.9796747967479674,0.7058823529411764,0.5454545454545454,1.0,baseline/base_torus_one_hole_e_0.1,out/torus_one_hole/baseline/base_torus_one_hole_e_0.1/runs/trials/trial_000006/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,baseline,0.1,trial_000007,0.9979166666666667,0.9305555555555556,0.008333333333333333,0.8617886178861789,0.2608695652173913,0.15,1.0,baseline/base_torus_one_hole_e_0.1,out/torus_one_hole/baseline/base_torus_one_hole_e_0.1/runs/trials/trial_000007/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,baseline,0.1,trial_000008,0.9993055555555556,0.976190476190476,0.004166666666666667,0.8373983739837398,0.23076923076923078,0.13043478260869565,1.0,baseline/base_torus_one_hole_e_0.1,out/torus_one_hole/baseline/base_torus_one_hole_e_0.1/runs/trials/trial_000008/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,baseline,0.1,trial_000009,0.9979166666666667,0.9150793650793649,0.004166666666666667,0.8414634146341463,0.23529411764705882,0.13333333333333333,1.0,baseline/base_torus_one_hole_e_0.1,out/torus_one_hole/baseline/base_torus_one_hole_e_0.1/runs/trials/trial_000009/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,baseline,0.1,trial_000010,0.9965277777777778,0.8773809523809524,0.008333333333333333,0.8373983739837398,0.23076923076923078,0.13043478260869565,1.0,baseline/base_torus_one_hole_e_0.1,out/torus_one_hole/baseline/base_torus_one_hole_e_0.1/runs/trials/trial_000010/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,topology,0.2,trial_000001,0.8791666666666667,0.03333333333333333,0.12083333333333333,0.8672199170124482,0.05882352941176471,0.030303030303030304,1.0,base_torus_one_hole_e_0.2,out/torus_one_hole/base_torus_one_hole_e_0.2/runs/trials/trial_000001/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,topology,0.2,trial_000002,0.9958333333333333,0.5,0.004166666666666667,0.991701244813278,0.0,0.0,0.0,base_torus_one_hole_e_0.2,out/torus_one_hole/base_torus_one_hole_e_0.2/runs/trials/trial_000002/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,topology,0.2,trial_000003,0.3041666666666667,0.005952380952380952,0.6958333333333333,0.8755186721991701,0.0,0.0,0.0,base_torus_one_hole_e_0.2,out/torus_one_hole/base_torus_one_hole_e_0.2/runs/trials/trial_000003/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,topology,0.2,trial_000004,0.9958333333333333,0.5,0.004166666666666667,0.8008298755186722,0.039999999999999994,0.02040816326530612,1.0,base_torus_one_hole_e_0.2,out/torus_one_hole/base_torus_one_hole_e_0.2/runs/trials/trial_000004/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,topology,0.2,trial_000005,0.8708333333333333,0.03125,0.12916666666666668,0.9045643153526971,0.0,0.0,0.0,base_torus_one_hole_e_0.2,out/torus_one_hole/base_torus_one_hole_e_0.2/runs/trials/trial_000005/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,topology,0.2,trial_000006,0.8333333333333334,0.024390243902439025,0.16666666666666666,0.9626556016597511,0.0,0.0,0.0,base_torus_one_hole_e_0.2,out/torus_one_hole/base_torus_one_hole_e_0.2/runs/trials/trial_000006/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,topology,0.2,trial_000007,0.9916666666666667,0.3333333333333333,0.008333333333333333,0.8879668049792531,0.0689655172413793,0.03571428571428571,1.0,base_torus_one_hole_e_0.2,out/torus_one_hole/base_torus_one_hole_e_0.2/runs/trials/trial_000007/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,topology,0.2,trial_000008,0.95,0.07692307692307693,0.05,0.8506224066390041,0.052631578947368425,0.02702702702702703,1.0,base_torus_one_hole_e_0.2,out/torus_one_hole/base_torus_one_hole_e_0.2/runs/trials/trial_000008/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,topology,0.2,trial_000009,0.9,0.04,0.1,0.8215767634854771,0.044444444444444446,0.022727272727272728,1.0,base_torus_one_hole_e_0.2,out/torus_one_hole/base_torus_one_hole_e_0.2/runs/trials/trial_000009/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,topology,0.2,trial_000010,0.9458333333333333,0.07142857142857142,0.05416666666666667,0.8049792531120332,0.04081632653061225,0.020833333333333332,1.0,base_torus_one_hole_e_0.2,out/torus_one_hole/base_torus_one_hole_e_0.2/runs/trials/trial_000010/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,baseline,0.2,trial_000001,1.0,1.0,0.0,0.8174273858921162,0.04347826086956522,0.022222222222222223,1.0,baseline/base_torus_one_hole_e_0.2,out/torus_one_hole/baseline/base_torus_one_hole_e_0.2/runs/trials/trial_000001/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,baseline,0.2,trial_000002,1.0,1.0,0.0,0.991701244813278,0.5,0.3333333333333333,1.0,baseline/base_torus_one_hole_e_0.2,out/torus_one_hole/baseline/base_torus_one_hole_e_0.2/runs/trials/trial_000002/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,baseline,0.2,trial_000003,1.0,1.0,0.0,0.9294605809128631,0.10526315789473684,0.05555555555555555,1.0,baseline/base_torus_one_hole_e_0.2,out/torus_one_hole/baseline/base_torus_one_hole_e_0.2/runs/trials/trial_000003/metrics/metrics.json
Torus (1 hole),torus_one_hole,MLP,Synthetic,baseline,0.2,trial_000004,1.0,1.0,0.0,0.8091286307053942,0.04166666666666667,0.02127659574468085,1.0,baseline/base_torus_one_hole_e_0.2,out/torus_one_hole/baseline/base_torus_one_hole_e_0.2/runs/trials/trial_000004/metrics/metrics.json
