betti,condition,count,layer,max_persistence,mean_persistence,sample_id,total_persistence
H0,adv_linf_eps=0.4,199.0,fc3,3.0105602741241455,1.275604067136295,7,253.84520936012268
H1,adv_linf_eps=0.4,69.0,fc3,2.4091098308563232,0.4601920385291611,7,31.753250658512115
H0,adv_linf_eps=0.4,0.0,pooled,0.0,0.0,7,0.0
H1,adv_linf_eps=0.4,0.0,pooled,0.0,0.0,7,0.0
H0,adv_l2_eps=0.2,199.0,input,0.8110516667366028,0.40949492242617824,7,81.48948956280947
H1,adv_l2_eps=0.2,77.0,input,1.0963536500930786,0.16619578855378286,7,12.797075718641281
H0,adv_l2_eps=0.2,199.0,fc1,1.3317623138427734,0.6268611954684233,7,124.74537789821625
H1,adv_l2_eps=0.2,79.0,fc1,1.0368908643722534,0.21196319370330136,7,16.745092302560806
H0,adv_l2_eps=0.2,199.0,fc2,1.6966592073440552,0.8296854403899543,7,165.1074026376009
H1,adv_l2_eps=0.2,74.0,fc2,1.336971402168274,0.30301329654616277,7,22.422983944416046
H0,adv_l2_eps=0.2,199.0,fc3,3.0105602741241455,1.275604067136295,7,253.84520936012268
H1,adv_l2_eps=0.2,69.0,fc3,2.4091098308563232,0.4601920385291611,7,31.753250658512115
H0,adv_l2_eps=0.2,0.0,pooled,0.0,0.0,7,0.0
H1,adv_l2_eps=0.2,0.0,pooled,0.0,0.0,7,0.0
H0,adv_l2_eps=0.4,199.0,input,0.8110516667366028,0.40949492242617824,7,81.48948956280947
H1,adv_l2_eps=0.4,77.0,input,1.0963536500930786,0.16619578855378286,7,12.797075718641281
H0,adv_l2_eps=0.4,199.0,fc1,1.3317623138427734,0.6268611954684233,7,124.74537789821625
H1,adv_l2_eps=0.4,79.0,fc1,1.0368908643722534,0.21196319370330136,7,16.745092302560806
H0,adv_l2_eps=0.4,199.0,fc2,1.6966592073440552,0.8296854403899543,7,165.1074026376009
H1,adv_l2_eps=0.4,74.0,fc2,1.336971402168274,0.30301329654616277,7,22.422983944416046
H0,adv_l2_eps=0.4,199.0,fc3,3.0105602741241455,1.275604067136295,7,253.84520936012268
H1,adv_l2_eps=0.4,69.0,fc3,2.4091098308563232,0.4601920385291611,7,31.753250658512115
H0,adv_l2_eps=0.4,0.0,pooled,0.0,0.0,7,0.0
H1,adv_l2_eps=0.4,0.0,pooled,0.0,0.0,7,0.0
H0,adv_linf_eps=0.2,199.0,input,0.856902539730072,0.42604675421013904,8,84.78330408781767
H1,adv_linf_eps=0.2,87.0,input,1.1609603762626648,0.15260638656287356,8,13.276755630970001
H0,adv_linf_eps=0.2,199.0,fc1,1.2369740009307861,0.60937274640529,8,121.26517653465271
H1,adv_linf_eps=0.2,74.0,fc1,1.2159109711647034,0.2395969500412812,8,17.73017430305481
H0,adv_linf_eps=0.2,199.0,fc2,2.4255025386810303,0.8582517077874898,8,170.79208984971046
H1,adv_linf_eps=0.2,79.0,fc2,1.5134207010269165,0.2740241281593902,8,21.647906124591827
H0,adv_linf_eps=0.2,199.0,fc3,3.1383421421051025,1.2596573451505833,8,250.6718116849661
H1,adv_linf_eps=0.2,61.0,fc3,2.534963607788086,0.4816623457142564,8,29.38140308856964
H0,adv_linf_eps=0.2,0.0,pooled,0.0,0.0,8,0.0
H1,adv_linf_eps=0.2,0.0,pooled,0.0,0.0,8,0.0
H0,adv_linf_eps=0.4,199.0,input,0.856902539730072,0.42604675421013904,8,84.78330408781767
